epoch,loss,acc
1,3.0882434845,0.188543915749
2,2.53205895424,0.289769679308
3,2.23416662216,0.359826236963
4,2.08217358589,0.401609659195
5,1.97250664234,0.431081622839
6,1.88677310944,0.453354001045
7,1.81807816029,0.472110718489
8,1.76154005527,0.486981421709
9,1.71300137043,0.500161647797
10,1.66812765598,0.510721981525
11,1.63147830963,0.520602107048
12,1.59889483452,0.529344022274
13,1.56639957428,0.537533700466
14,1.53808104992,0.544948816299
15,1.51478254795,0.550740838051
16,1.49032843113,0.557556569576
17,1.46583020687,0.563820064068
18,1.44586193562,0.568723082542
19,1.42495942116,0.573013186455
20,1.4073882103,0.578764796257
21,1.38692498207,0.583371520042
22,1.36938714981,0.588597774506
23,1.35575461388,0.590840518475
24,1.33924639225,0.59523165226
25,1.32445192337,0.599771022797
26,1.30881500244,0.603704214096
27,1.29246044159,0.608021259308
28,1.27917730808,0.612755954266
29,1.26469290257,0.615362346172
30,1.25161218643,0.619564950466
31,1.23732364178,0.623100757599
32,1.22628176212,0.625047147274
33,1.21022570133,0.629997313023
34,1.19719815254,0.633795797825
35,1.1857098341,0.63575565815
36,1.17633807659,0.639352083206
37,1.16509628296,0.641412973404
38,1.1519061327,0.645251870155
39,1.14312183857,0.648127675056
40,1.13201057911,0.650781273842
41,1.12087249756,0.653616666794
42,1.10905468464,0.657873094082
43,1.10065662861,0.659543395042
44,1.09015440941,0.661173224449
45,1.08188903332,0.663739204407
46,1.07486891747,0.666163802147
47,1.06367278099,0.669578373432
48,1.05446493626,0.671289086342
49,1.04672467709,0.67333650589
50,1.03809916973,0.677828669548
51,1.02761149406,0.67919588089
52,1.0239944458,0.680313825607
53,1.01412546635,0.681869626045
54,1.00841319561,0.684159457684
55,0.998590111732,0.686792850494
56,0.991368353367,0.688348591328
57,0.987937152386,0.68943965435
58,0.979595184326,0.692187488079
59,0.968023598194,0.696087002754
60,0.961139559746,0.697939097881
61,0.956046044827,0.699003219604
62,0.948258161545,0.701697170734
63,0.942086875439,0.703987061977
64,0.937036573887,0.705098330975
65,0.933250486851,0.705940186977
66,0.928027033806,0.706485748291
67,0.919897854328,0.709826231003
68,0.917514264584,0.709853172302
69,0.91022336483,0.71142244339
70,0.90455198288,0.713745951653
71,0.8987403512,0.715220928192
72,0.892591834068,0.716641962528
73,0.888129174709,0.717389523983
74,0.885721743107,0.71829199791
75,0.880862355232,0.721592128277
76,0.873951017857,0.723275840282
77,0.870498895645,0.723511576653
78,0.865269780159,0.725215494633
79,0.860707879066,0.726912736893
80,0.854346573353,0.728913009167
81,0.853348612785,0.72902071476
82,0.848219275475,0.731472253799
83,0.83955770731,0.732805788517
84,0.837664783001,0.733607232571
85,0.834957003593,0.735075414181
86,0.833018183708,0.734065175056
87,0.830694973469,0.73511582613
88,0.82350820303,0.737271010876
89,0.818454384804,0.738611280918
90,0.816712319851,0.739769637585
91,0.810873925686,0.740631759167
92,0.813099622726,0.74072599411
93,0.80649882555,0.742066264153
94,0.806806027889,0.743830800056
95,0.799722075462,0.743898153305
96,0.799481928349,0.744302272797
97,0.79447299242,0.746417045593
98,0.787240684032,0.746888458729
99,0.790768623352,0.747891962528
100,0.786076843739,0.749865293503
101,0.78658002615,0.748875260353
102,0.780947864056,0.748908936977
103,0.780317544937,0.749373674393
104,0.77801668644,0.751360476017
105,0.770963907242,0.753704190254
106,0.766371428967,0.754714429379
107,0.7651501894,0.754310369492
108,0.766330063343,0.753589689732
109,0.762453734875,0.756674289703
110,0.759661138058,0.756202876568
111,0.756869733334,0.757489204407
112,0.755607068539,0.758351266384
113,0.749704062939,0.75954335928
114,0.751465141773,0.75930762291
115,0.744663000107,0.760560333729
116,0.749207377434,0.758479237556
117,0.739266216755,0.762904107571
118,0.739002883434,0.761893868446
119,0.739621818066,0.762304663658
120,0.7351334095,0.763591051102
121,0.730768680573,0.764325141907
122,0.733121752739,0.764237582684
123,0.733951330185,0.764055788517
124,0.727105081081,0.765476822853
125,0.724846243858,0.767174005508
126,0.728273928165,0.766743004322
127,0.722175121307,0.768157303333
128,0.727066457272,0.765328645706
129,0.716098606586,0.769652485847
130,0.718925237656,0.768453657627
131,0.716518878937,0.768958806992
132,0.716915130615,0.769221425056
133,0.709830224514,0.770608842373
134,0.708615720272,0.772070288658
135,0.708340644836,0.771982729435
136,0.707338452339,0.771120667458
137,0.704834520817,0.773855090141
138,0.702463269234,0.773565471172
139,0.704613566399,0.773996472359
140,0.700255095959,0.774797976017
141,0.69808369875,0.774299561977
142,0.699532449245,0.774771034718
143,0.697257518768,0.775053858757
144,0.693987369537,0.77565330267
145,0.692927598953,0.776865541935
146,0.691277325153,0.777269661427
147,0.689961731434,0.77756601572
148,0.69066041708,0.77638065815
149,0.684333503246,0.779828906059
150,0.684449911118,0.778859078884
151,0.683365762234,0.779465258121
152,0.684647679329,0.779330551624
153,0.679115116596,0.780684292316
154,0.679321169853,0.78079199791
155,0.681780159473,0.779997289181
156,0.678214550018,0.781404912472
157,0.673682808876,0.781829178333
158,0.674841225147,0.781526148319
159,0.673576831818,0.783257007599
160,0.673029005527,0.782307386398
161,0.668162286282,0.783533155918
162,0.670668423176,0.782293915749
163,0.673547029495,0.782159209251
164,0.666013360023,0.784590542316
165,0.666371226311,0.784031510353
166,0.667318224907,0.785432398319
167,0.661613404751,0.786765873432
168,0.660997390747,0.785129308701
169,0.663613259792,0.785553634167
170,0.662368476391,0.786018311977
171,0.655939459801,0.787735700607
172,0.658445060253,0.787217140198
173,0.659880042076,0.786914050579
